dataset,model,method,protocol,mut_dist,report_mae_mean,report_mae_std,mean_std_abs_error,n_samples,n_seeds
gfp,lstm,fixmatch,E4,12,1.735876441001892,,0.169597580450234,10.0,1
gfp,lstm,fixmatch,E4,13,1.7363892644643784,,0.1470012894196294,8.0,1
gfp,lstm,fixmatch,E4,14,1.9049774408340452,,8.106231689453125e-06,2.0,1
gfp,lstm,fixmatch,E4,15,1.8539959192276,,0.0,1.0,1
gfp,lstm,fixmatch,E5,6,1.5084724985346831,,0.6040829360643103,919.0,1
gfp,lstm,fixmatch,E5,7,1.6562967125692705,,0.4649921540357359,539.0,1
gfp,lstm,fixmatch,E5,8,1.7086065056269644,,0.3364079035029341,307.0,1
gfp,lstm,fixmatch,E5,9,1.738804400415349,,0.3278211612264232,133.0,1
gfp,lstm,fixmatch,E5,10,1.7367439325898886,,0.2629000831790784,64.0,1
gfp,lstm,fixmatch,E5,11,1.8388113695032453,,0.1267027837738428,17.0,1
gfp,lstm,fixmatch,E5,12,1.739615535736084,,0.1695982759243001,10.0,1
gfp,lstm,fixmatch,E5,13,1.7401512414216995,,0.1469926976822417,8.0,1
gfp,lstm,fixmatch,E5,14,1.908714175224304,,8.106231689453125e-06,2.0,1
gfp,lstm,fixmatch,E5,15,1.8577326536178589,,0.0,1.0,1
gfp,lstm,mean_teacher,E1,4,0.968629504187217,,0.7531830389126118,1323.0,1
gfp,lstm,mean_teacher,E1,5,1.3133677494226563,,0.7210363979462147,677.0,1
gfp,lstm,mean_teacher,E2,4,0.968728474568708,,0.7550991059024963,1323.0,1
gfp,lstm,mean_teacher,E2,5,1.3144257482432895,,0.722837727048438,677.0,1
gfp,lstm,mean_teacher,E3,6,1.5162240521043897,,0.6106898632062007,919.0,1
gfp,lstm,mean_teacher,E3,7,1.665966213744735,,0.4691554801481722,539.0,1
gfp,lstm,mean_teacher,E3,8,1.7188257107128926,,0.3401664236226639,307.0,1
gfp,lstm,mean_teacher,E3,9,1.7489999514773376,,0.330726426162062,133.0,1
gfp,lstm,mean_teacher,E3,10,1.7476583514362574,,0.2643144684259043,64.0,1
gfp,lstm,mean_teacher,E3,11,1.8505400769850784,,0.1267728179226227,17.0,1
gfp,lstm,mean_teacher,E3,12,1.7506934642791747,,0.1696996012532909,10.0,1
gfp,lstm,mean_teacher,E3,13,1.751323685050011,,0.1444146462559156,8.0,1
gfp,lstm,mean_teacher,E3,14,1.919955492019653,,8.225440979003906e-06,2.0,1
gfp,lstm,mean_teacher,E3,15,1.8689740896224976,,0.0,1.0,1
gfp,lstm,mean_teacher,E4,6,1.5153685107713686,,0.6099550037093366,919.0,1
gfp,lstm,mean_teacher,E4,7,1.6648875386462805,,0.4686899200765688,539.0,1
gfp,lstm,mean_teacher,E4,8,1.7176946351116569,,0.3397484537386905,307.0,1
gfp,lstm,mean_teacher,E4,9,1.7478297697870355,,0.3303949809296451,133.0,1
gfp,lstm,mean_teacher,E4,10,1.7464523743838072,,0.2640901525551409,64.0,1
gfp,lstm,mean_teacher,E4,11,1.8493136097403131,,0.1267714143313071,17.0,1
gfp,lstm,mean_teacher,E4,12,1.7494596242904663,,0.1697067867677847,10.0,1
gfp,lstm,mean_teacher,E4,13,1.7501347213983536,,0.1444153710589593,8.0,1
gfp,lstm,mean_teacher,E4,14,1.9187322854995728,,8.106231689453125e-06,2.0,1
gfp,lstm,mean_teacher,E4,15,1.8677507638931277,,0.0,1.0,1
gfp,lstm,mean_teacher,E5,6,1.515166236085653,,0.6097855605302993,919.0,1
gfp,lstm,mean_teacher,E5,7,1.6646403264468588,,0.4685851818377788,539.0,1
gfp,lstm,mean_teacher,E5,8,1.7174351230894704,,0.3396493594108341,307.0,1
gfp,lstm,mean_teacher,E5,9,1.7475663692431342,,0.3303218549400837,133.0,1
gfp,lstm,mean_teacher,E5,10,1.7461788784712553,,0.2640403717149281,64.0,1
gfp,lstm,mean_teacher,E5,11,1.849022065891939,,0.1267720621271096,17.0,1
gfp,lstm,mean_teacher,E5,12,1.7491822719573975,,0.1696926774509615,10.0,1
gfp,lstm,mean_teacher,E5,13,1.7498399764299393,,0.1444188376872076,8.0,1
gfp,lstm,mean_teacher,E5,14,1.9184397459030151,,8.106231689453125e-06,2.0,1
gfp,lstm,mean_teacher,E5,15,1.8674582242965696,,0.0,1.0,1
gfp,lstm,pseudo_labeling,E1,4,0.9694361522714928,,0.7668034500768842,1323.0,1
gfp,lstm,pseudo_labeling,E1,5,1.3209067283740248,,0.7339395837510159,677.0,1
gfp,lstm,pseudo_labeling,E2,4,0.9694361522714928,,0.7668034500768842,1323.0,1
gfp,lstm,pseudo_labeling,E2,5,1.3209067283740248,,0.7339395837510159,677.0,1
gfp,lstm,pseudo_labeling,E3,6,1.5263347922782773,,0.6193955709000546,919.0,1
gfp,lstm,pseudo_labeling,E3,7,1.6787697629716267,,0.4747030219837019,539.0,1
gfp,lstm,pseudo_labeling,E3,8,1.732186117855656,,0.3451551333422072,307.0,1
gfp,lstm,pseudo_labeling,E3,9,1.7630683165743837,,0.3346595244790287,133.0,1
gfp,lstm,pseudo_labeling,E3,10,1.7617152128368616,,0.2676190613286031,64.0,1
gfp,lstm,pseudo_labeling,E3,11,1.8645402403438796,,0.1267162899358448,17.0,1
gfp,lstm,pseudo_labeling,E3,12,1.765619158744812,,0.1692790009626668,10.0,1
gfp,lstm,pseudo_labeling,E3,13,1.7661997824907305,,0.1463483900311076,8.0,1
gfp,lstm,pseudo_labeling,E3,14,1.934306502342224,,8.106231689453125e-06,2.0,1
gfp,lstm,pseudo_labeling,E3,15,1.8833249807357788,,0.0,1.0,1
gfp,lstm,pseudo_labeling,E4,6,1.5263347922782773,,0.6193955709000546,919.0,1
gfp,lstm,pseudo_labeling,E4,7,1.6787697629716267,,0.4747030219837019,539.0,1
gfp,lstm,pseudo_labeling,E4,8,1.732186117855656,,0.3451551333422072,307.0,1
gfp,lstm,pseudo_labeling,E4,9,1.7630683165743837,,0.3346595244790287,133.0,1
gfp,lstm,pseudo_labeling,E4,10,1.7617152128368616,,0.2676190613286031,64.0,1
gfp,lstm,pseudo_labeling,E4,11,1.8645402403438796,,0.1267162899358448,17.0,1
gfp,lstm,pseudo_labeling,E4,12,1.765619158744812,,0.1692790009626668,10.0,1
gfp,lstm,pseudo_labeling,E4,13,1.7661997824907305,,0.1463483900311076,8.0,1
gfp,lstm,pseudo_labeling,E4,14,1.934306502342224,,8.106231689453125e-06,2.0,1
gfp,lstm,pseudo_labeling,E4,15,1.8833249807357788,,0.0,1.0,1
gfp,lstm,pseudo_labeling,E5,6,1.5263347922782773,,0.6193955709000546,919.0,1
gfp,lstm,pseudo_labeling,E5,7,1.6787697629716267,,0.4747030219837019,539.0,1
gfp,lstm,pseudo_labeling,E5,8,1.732186117855656,,0.3451551333422072,307.0,1
gfp,lstm,pseudo_labeling,E5,9,1.7630683165743837,,0.3346595244790287,133.0,1
gfp,lstm,pseudo_labeling,E5,10,1.7617152128368616,,0.2676190613286031,64.0,1
gfp,lstm,pseudo_labeling,E5,11,1.8645402403438796,,0.1267162899358448,17.0,1
gfp,lstm,pseudo_labeling,E5,12,1.765619158744812,,0.1692790009626668,10.0,1
gfp,lstm,pseudo_labeling,E5,13,1.7661997824907305,,0.1463483900311076,8.0,1
gfp,lstm,pseudo_labeling,E5,14,1.934306502342224,,8.106231689453125e-06,2.0,1
gfp,lstm,pseudo_labeling,E5,15,1.8833249807357788,,0.0,1.0,1
gfp,mlp,adabn,E1,4,0.6051100455534251,,0.6645852768846943,1323.0,1
gfp,mlp,adabn,E1,5,0.8160373368678804,,0.7313332164805838,677.0,1
gfp,mlp,adabn,E2,4,0.629056778984906,,0.6812800720343528,1323.0,1
gfp,mlp,adabn,E2,5,0.8410163850164484,,0.7459887242023024,677.0,1
gfp,mlp,adabn,E3,6,1.0105685275838476,,0.7579596330691788,919.0,1
gfp,mlp,adabn,E3,7,1.0658925922107163,,0.7250129732191728,539.0,1
gfp,mlp,adabn,E3,8,1.1121968279444046,,0.7147272813454615,307.0,1
gfp,mlp,adabn,E3,9,1.192854985258633,,0.6915850452181476,133.0,1
gfp,mlp,adabn,E3,10,0.9843615014106036,,0.6928919794765301,64.0,1
gfp,mlp,adabn,E3,11,0.9599904873791862,,0.7270621741741929,17.0,1
gfp,mlp,adabn,E3,12,0.9989890456199646,,0.6027442618766516,10.0,1
gfp,mlp,adabn,E3,13,1.4288527965545654,,0.7774036108045734,8.0,1
gfp,mlp,adabn,E3,14,1.586966037750244,,1.2340503931045532,2.0,1
gfp,mlp,adabn,E3,15,0.0826079845428466,,0.0,1.0,1
gfp,mlp,adabn,E4,6,1.3819146127773447,,0.8356440487688175,919.0,1
gfp,mlp,adabn,E4,7,1.476895088388659,,0.7473025532750157,539.0,1
gfp,mlp,adabn,E4,8,1.476211465142837,,0.744224392238272,307.0,1
gfp,mlp,adabn,E4,9,1.5433992380486394,,0.7016727447105066,133.0,1
gfp,mlp,adabn,E4,10,1.2645680960267782,,0.7352118300537839,64.0,1
gfp,mlp,adabn,E4,11,1.1505650211783016,,0.858818444832192,17.0,1
gfp,mlp,adabn,E4,12,1.1372210383415222,,0.6357886892391821,10.0,1
gfp,mlp,adabn,E4,13,1.2660042345523834,,0.7139521039830014,8.0,1
gfp,mlp,adabn,E4,14,1.3888559341430664,,0.3576885461807251,2.0,1
gfp,mlp,adabn,E4,15,0.7645269632339478,,0.0,1.0,1
gfp,mlp,adabn,E5,6,1.3546872319282723,,0.8354456336274458,919.0,1
gfp,mlp,adabn,E5,7,1.4457650058565863,,0.751054719498423,539.0,1
gfp,mlp,adabn,E5,8,1.4459497373344845,,0.7508381179827688,307.0,1
gfp,mlp,adabn,E5,9,1.516729946423294,,0.7048322343837111,133.0,1
gfp,mlp,adabn,E5,10,1.2365914694964886,,0.735584794779535,64.0,1
gfp,mlp,adabn,E5,11,1.1219022414263558,,0.8628207268275881,17.0,1
gfp,mlp,adabn,E5,12,1.1253011107444764,,0.6188253272944225,10.0,1
gfp,mlp,adabn,E5,13,1.2674231976270676,,0.7188211861824199,8.0,1
gfp,mlp,adabn,E5,14,1.4068180322647097,,0.4123451709747314,2.0,1
gfp,mlp,adabn,E5,15,0.7028673887252808,,0.0,1.0,1
gfp,mlp,cmd,E1,4,0.5548946277174369,,0.6146817593371877,1323.0,1
gfp,mlp,cmd,E1,5,0.7745659833820743,,0.6949932161843666,677.0,1
gfp,mlp,cmd,E2,4,0.5819131964909157,,0.6392150899501715,1323.0,1
gfp,mlp,cmd,E2,5,0.8036952730119669,,0.7134111976883043,677.0,1
gfp,mlp,cmd,E3,6,0.9763426426575156,,0.729907315082369,919.0,1
gfp,mlp,cmd,E3,7,1.0674083648674564,,0.6977221720123576,539.0,1
gfp,mlp,cmd,E3,8,1.095470284406059,,0.6723217382529436,307.0,1
gfp,mlp,cmd,E3,9,1.2901785535023624,,0.714370590388912,133.0,1
gfp,mlp,cmd,E3,10,1.0099895875900984,,0.7097667574155485,64.0,1
gfp,mlp,cmd,E3,11,1.1213964153738585,,0.6886104438693016,17.0,1
gfp,mlp,cmd,E3,12,0.9077503085136414,,0.5549794549289047,10.0,1
gfp,mlp,cmd,E3,13,1.4818978160619736,,0.7374277851900156,8.0,1
gfp,mlp,cmd,E3,14,2.0842288732528687,,1.8946373462677,2.0,1
gfp,mlp,cmd,E3,15,0.7308515310287476,,0.0,1.0,1
gfp,mlp,cmd,E4,6,1.5269935450175125,,0.7279018000218389,919.0,1
gfp,mlp,cmd,E4,7,1.7082565458895766,,0.6370766241978141,539.0,1
gfp,mlp,cmd,E4,8,1.7636590434984587,,0.5934551554341762,307.0,1
gfp,mlp,cmd,E4,9,1.8000784762819906,,0.593085551970685,133.0,1
gfp,mlp,cmd,E4,10,1.6791045740246773,,0.5847644280736565,64.0,1
gfp,mlp,cmd,E4,11,1.9297060615876145,,0.5063897092099332,17.0,1
gfp,mlp,cmd,E4,12,1.5266555786132812,,0.6174703568233483,10.0,1
gfp,mlp,cmd,E4,13,1.462552234530449,,0.891753721208962,8.0,1
gfp,mlp,cmd,E4,14,1.639085292816162,,0.391975998878479,2.0,1
gfp,mlp,cmd,E4,15,1.8404184579849243,,0.0,1.0,1
gfp,mlp,cmd,E5,6,1.3230905519865284,,0.7306260653093852,919.0,1
gfp,mlp,cmd,E5,7,1.445009175612002,,0.6724423147222428,539.0,1
gfp,mlp,cmd,E5,8,1.4714862026686777,,0.6894369261623392,307.0,1
gfp,mlp,cmd,E5,9,1.5791811190153424,,0.6282077464919306,133.0,1
gfp,mlp,cmd,E5,10,1.3172556143254042,,0.6729623154049842,64.0,1
gfp,mlp,cmd,E5,11,1.2265256503049065,,0.8157525737321416,17.0,1
gfp,mlp,cmd,E5,12,1.3239075422286988,,0.5430581962558917,10.0,1
gfp,mlp,cmd,E5,13,1.2998202443122864,,0.8777087088633241,8.0,1
gfp,mlp,cmd,E5,14,2.001928806304932,,0.2688475847244262,2.0,1
gfp,mlp,cmd,E5,15,0.9162787199020386,,0.0,1.0,1
gfp,mlp,fixmatch,E1,4,0.9652239338340672,,0.8173429557959304,1323.0,1
gfp,mlp,fixmatch,E1,5,1.3120177262290718,,0.7877388055365977,677.0,1
gfp,mlp,fixmatch,E2,4,1.0357115521903122,,0.8292895507889091,1323.0,1
gfp,mlp,fixmatch,E2,5,1.3979608958017526,,0.8014997563211597,677.0,1
gfp,mlp,fixmatch,E3,6,1.6461926603991786,,0.7253317850061725,919.0,1
gfp,mlp,fixmatch,E3,7,1.834458453093477,,0.6199760260057012,539.0,1
gfp,mlp,fixmatch,E3,8,1.895217488565352,,0.5714968268811793,307.0,1
gfp,mlp,fixmatch,E3,9,1.909018531777805,,0.587205997081799,133.0,1
gfp,mlp,fixmatch,E3,10,1.842456439509988,,0.4907535870230177,64.0,1
gfp,mlp,fixmatch,E3,11,2.088109310935525,,0.419339912860085,17.0,1
gfp,mlp,fixmatch,E3,12,1.7387824296951293,,0.7284585956138453,10.0,1
gfp,mlp,fixmatch,E3,13,1.5973257273435593,,0.897958044581273,8.0,1
gfp,mlp,fixmatch,E3,14,1.2110108137130735,,1.0362374782562256,2.0,1
gfp,mlp,fixmatch,E3,15,1.953076720237732,,0.0,1.0,1
gfp,mlp,fixmatch,E4,6,1.5761303262170951,,0.7119344024806623,919.0,1
gfp,mlp,fixmatch,E4,7,1.7334496180953696,,0.6128494479980647,539.0,1
gfp,mlp,fixmatch,E4,8,1.7746140984059933,,0.5752851916672375,307.0,1
gfp,mlp,fixmatch,E4,9,1.7959697174846678,,0.6277636830238733,133.0,1
gfp,mlp,fixmatch,E4,10,1.6946914792060852,,0.5451908103298867,64.0,1
gfp,mlp,fixmatch,E4,11,1.9885301730212044,,0.4085945746017022,17.0,1
gfp,mlp,fixmatch,E4,12,1.6361552238464356,,0.709218788043618,10.0,1
gfp,mlp,fixmatch,E4,13,1.5459338575601578,,0.961358147534234,8.0,1
gfp,mlp,fixmatch,E4,14,1.087611198425293,,0.9918307065963744,2.0,1
gfp,mlp,fixmatch,E4,15,1.8835490942001345,,0.0,1.0,1
gfp,mlp,fixmatch,E5,6,1.6710916131053837,,0.7357012236824407,919.0,1
gfp,mlp,fixmatch,E5,7,1.8569582846699928,,0.6240915120583973,539.0,1
gfp,mlp,fixmatch,E5,8,1.9100015978859768,,0.5640930448574628,307.0,1
gfp,mlp,fixmatch,E5,9,1.9109933914098525,,0.5772252354420423,133.0,1
gfp,mlp,fixmatch,E5,10,1.8941626828163864,,0.4928374848535978,64.0,1
gfp,mlp,fixmatch,E5,11,2.166322904474595,,0.3342917249552471,17.0,1
gfp,mlp,fixmatch,E5,12,1.7636818647384644,,0.5579510239857047,10.0,1
gfp,mlp,fixmatch,E5,13,1.6462149918079376,,0.8840771088893628,8.0,1
gfp,mlp,fixmatch,E5,14,1.1949753165245056,,1.09163898229599,2.0,1
gfp,mlp,fixmatch,E5,15,2.0172170400619507,,0.0,1.0,1
gfp,mlp,mean_teacher,E1,4,0.8259973389941999,,0.7150232446457766,1323.0,1
gfp,mlp,mean_teacher,E1,5,1.0963722775570577,,0.7153942645623721,677.0,1
gfp,mlp,mean_teacher,E2,4,0.7131964085413846,,0.6432520597119183,1323.0,1
gfp,mlp,mean_teacher,E2,5,0.9648931567038532,,0.6639583468552928,677.0,1
gfp,mlp,mean_teacher,E3,6,1.1346116202181131,,0.63885173114726,919.0,1
gfp,mlp,mean_teacher,E3,7,1.215321574671149,,0.5935335637295306,539.0,1
gfp,mlp,mean_teacher,E3,8,1.2455964045726515,,0.5792902000536667,307.0,1
gfp,mlp,mean_teacher,E3,9,1.2843508630766904,,0.6019207518310987,133.0,1
gfp,mlp,mean_teacher,E3,10,1.084726970642805,,0.5938836329010366,64.0,1
gfp,mlp,mean_teacher,E3,11,1.1777322081958546,,0.6323143611315751,17.0,1
gfp,mlp,mean_teacher,E3,12,0.942703688144684,,0.5703273122969535,10.0,1
gfp,mlp,mean_teacher,E3,13,0.9994453936815262,,0.7281357328251664,8.0,1
gfp,mlp,mean_teacher,E3,14,1.0644559860229492,,0.0253366231918334,2.0,1
gfp,mlp,mean_teacher,E3,15,0.955475926399231,,0.0,1.0,1
gfp,mlp,mean_teacher,E4,6,1.1663874116634,,0.6305200847901775,919.0,1
gfp,mlp,mean_teacher,E4,7,1.2342076779296536,,0.5791515906462644,539.0,1
gfp,mlp,mean_teacher,E4,8,1.2624452793637004,,0.5731577463827553,307.0,1
gfp,mlp,mean_teacher,E4,9,1.2724245374364065,,0.5749029937480543,133.0,1
gfp,mlp,mean_teacher,E4,10,1.0717492382973433,,0.5840774749346729,64.0,1
gfp,mlp,mean_teacher,E4,11,1.2129502857432646,,0.5921022763621984,17.0,1
gfp,mlp,mean_teacher,E4,12,1.07767151594162,,0.6588813643415363,10.0,1
gfp,mlp,mean_teacher,E4,13,1.0075455158948898,,0.7578971526025226,8.0,1
gfp,mlp,mean_teacher,E4,14,0.9839290380477904,,0.0539262294769287,2.0,1
gfp,mlp,mean_teacher,E4,15,1.0654152631759644,,0.0,1.0,1
gfp,mlp,mean_teacher,E5,6,1.1181132557342828,,0.6026596575529748,919.0,1
gfp,mlp,mean_teacher,E5,7,1.1853049584355115,,0.5548197790360366,539.0,1
gfp,mlp,mean_teacher,E5,8,1.2209717175082977,,0.5502384150908263,307.0,1
gfp,mlp,mean_teacher,E5,9,1.2662709180573772,,0.5493805678240328,133.0,1
gfp,mlp,mean_teacher,E5,10,1.0459418408572674,,0.5483659563204984,64.0,1
gfp,mlp,mean_teacher,E5,11,1.1295913037131815,,0.500157706200753,17.0,1
gfp,mlp,mean_teacher,E5,12,1.091591191291809,,0.5439884378202308,10.0,1
gfp,mlp,mean_teacher,E5,13,1.0525766611099243,,0.7603378408944012,8.0,1
gfp,mlp,mean_teacher,E5,14,0.6173897385597229,,0.3000250458717346,2.0,1
gfp,mlp,mean_teacher,E5,15,1.065146565437317,,0.0,1.0,1
gfp,mlp,pseudo_labeling,E1,4,0.4868532026345677,,0.5561316331586771,1323.0,1
gfp,mlp,pseudo_labeling,E1,5,0.694919116563952,,0.6494064870254062,677.0,1
gfp,mlp,pseudo_labeling,E2,4,0.4856086831514527,,0.5534349596318484,1323.0,1
gfp,mlp,pseudo_labeling,E2,5,0.7020587711601877,,0.6509743662835445,677.0,1
gfp,mlp,pseudo_labeling,E3,6,0.8941270336103387,,0.6859213902657166,919.0,1
gfp,mlp,pseudo_labeling,E3,7,0.9333732435566152,,0.6946836841715507,539.0,1
gfp,mlp,pseudo_labeling,E3,8,1.0293362490129006,,0.6816480815237351,307.0,1
gfp,mlp,pseudo_labeling,E3,9,1.1234308597736788,,0.7240359500241875,133.0,1
gfp,mlp,pseudo_labeling,E3,10,1.0308197736740112,,0.7380886976897716,64.0,1
gfp,mlp,pseudo_labeling,E3,11,1.1036173806470984,,0.6304666669287745,17.0,1
gfp,mlp,pseudo_labeling,E3,12,1.0776552081108093,,0.7448751352599169,10.0,1
gfp,mlp,pseudo_labeling,E3,13,1.7903528064489365,,0.7020210791992023,8.0,1
gfp,mlp,pseudo_labeling,E3,14,2.2566245794296265,,1.7881081104278564,2.0,1
gfp,mlp,pseudo_labeling,E3,15,0.3439942598342895,,0.0,1.0,1
gfp,mlp,pseudo_labeling,E4,6,0.8800456676960511,,0.7017139756735726,919.0,1
gfp,mlp,pseudo_labeling,E4,7,0.9287873300860232,,0.672442883998709,539.0,1
gfp,mlp,pseudo_labeling,E4,8,0.9719904393248916,,0.678930107255906,307.0,1
gfp,mlp,pseudo_labeling,E4,9,1.100692435314781,,0.6754696540438648,133.0,1
gfp,mlp,pseudo_labeling,E4,10,0.7839578129351139,,0.6201116262303829,64.0,1
gfp,mlp,pseudo_labeling,E4,11,0.8746220153920791,,0.6581909671010565,17.0,1
gfp,mlp,pseudo_labeling,E4,12,0.743418300151825,,0.6274230334637726,10.0,1
gfp,mlp,pseudo_labeling,E4,13,1.1734310239553452,,0.7177203857894714,8.0,1
gfp,mlp,pseudo_labeling,E4,14,1.2357779145240784,,0.6637435555458069,2.0,1
gfp,mlp,pseudo_labeling,E4,15,0.2452566623687744,,0.0,1.0,1
gfp,mlp,pseudo_labeling,E5,6,0.9029242446295456,,0.6999245291706783,919.0,1
gfp,mlp,pseudo_labeling,E5,7,0.9629502654739124,,0.6785995675371438,539.0,1
gfp,mlp,pseudo_labeling,E5,8,1.0163911713062743,,0.6684360823526587,307.0,1
gfp,mlp,pseudo_labeling,E5,9,1.1189919405413749,,0.7250502559278337,133.0,1
gfp,mlp,pseudo_labeling,E5,10,0.9319587890058756,,0.6789166320088109,64.0,1
gfp,mlp,pseudo_labeling,E5,11,1.0145458333632524,,0.666492815562757,17.0,1
gfp,mlp,pseudo_labeling,E5,12,0.9403535604476928,,0.6902044341294762,10.0,1
gfp,mlp,pseudo_labeling,E5,13,1.7010871320962906,,0.5085679646808228,8.0,1
gfp,mlp,pseudo_labeling,E5,14,2.0678924322128296,,1.3009116649627686,2.0,1
gfp,mlp,pseudo_labeling,E5,15,0.7745088338851929,,0.0,1.0,1
